,sec,p0,p1,p2,mag
93,3656550310.85,44.512000000720526,6.776000000099374,13000,1.3
94,3656550210.34,44.51000000087897,6.769000000357313,13000,1.3
95,3656545665.65,44.52000000132547,6.792999999916643,14000,1.1
96,3656368838.81,44.7590000006288,6.771999999993918,0,1.6
97,3656318823.02,44.50300000078048,6.742999999485317,0,1.2
98,3656249378.69,44.507000000823886,6.751999999594079,11000,1.3
99,3656212147.18,44.960000000943445,6.667999999563098,5000,0.9
100,3656183074.09,44.482000001197946,6.73699999974615,7000,1.6
101,3656116258.18,44.506000000990134,6.7489999999902315,11000,1.0
102,3656079865.45,44.47700000096505,6.7080000000823246,10000,0.9
103,3656043600.63,44.45900000067029,6.681999999899068,8000,0.9
104,3656000586.66,44.488000000584194,6.730999999779272,9000,2.1
105,3655977163.71,44.431000001273965,6.64900000010508,0,1.1
106,3655954397.05,44.4340000012577,6.654999999531067,0,0.8
107,3655948544.24,44.48800000110256,6.725999999728308,0,0.9
108,3655944644.22,44.530000001218674,6.781000000503693,0,1.1
109,3655944450.7,44.50400000111135,6.745999999988526,12000,1.3
110,3655944183.93,44.49100000129605,6.738999999419365,12000,4.1
111,3655943714.95,44.49400000078923,6.733000000201035,11000,1.2
112,3655942434.1,44.47900000122212,6.729000000269675,10000,1.3
113,3655942378.45,44.4800000012383,6.768999999746369,0,2.0
114,3655858558.59,44.81800000073163,6.643999999449515,6000,0.5
115,3655736711.51,44.94000000091395,6.6240000000520025,5000,1.8
116,3655681295.19,44.79100000086894,6.716999999529536,8000,0.9
117,3654952956.42,44.50400000128009,6.758000000569572,0,1.1
118,3654891960.57,44.88300000106383,6.69300000003156,0,1.0
119,3654824872.34,44.55000000050346,6.752000000097285,10000,1.1
120,3654563730.73,44.53000000091577,6.9090000000756495,1000,1.1
121,3654279246.58,44.09500000138077,6.018999999493775,12000,0.7
122,3654094781.05,44.702000001177176,6.904999999411017,16000,1.1
123,3653670878.61,44.41700000081117,6.80599999962098,0,1.3
124,3652784090.67,44.55100000111757,6.7870000003033875,8000,1.9
125,3652758283.49,44.547000000980944,6.8170000004963685,8000,1.7
126,3652564390.3,44.46800000066164,6.778000000299954,9000,1.8
127,3652539105.19,44.541000001250964,6.796000000428477,0,1.2
128,3652426237.91,44.628000000952674,6.6840000001199735,1000,1.1
129,3652330501.7,44.46300000107737,6.692999999813562,0,1.1
130,3652329810.3,44.4920000011035,6.770000000330096,2000,1.3
131,3652273081.62,44.507000000602254,6.751000000371717,0,1.2
132,3652260821.56,44.482000001162504,6.72899999984685,10000,2.8
133,3652059505.81,44.50500000072339,6.675000000344383,0,0.9
134,3651999001.44,44.59300000093172,6.36899999951449,17000,1.9
135,3651363512.95,44.78500000135948,6.7470000001282004,0,1.7
136,3650839652.99,44.88300000095823,6.595999999509961,1000,1.4
137,3650468183.98,44.193000001171406,6.950000000000946,7000,1.0
138,3649499858.67,44.738000000902844,6.790999999720746,11000,1.0
139,3649320155.72,44.54800000136495,6.7510000001929145,10000,1.4
140,3649134551.06,44.20700000105996,6.952999999734462,8000,1.3
141,3648670294.66,44.47400000126904,6.692000000601379,5000,0.8
142,3648540251.82,44.238000001191715,6.942999999456646,10000,0.7
143,3648196320.69,44.53900000115758,6.716000000371971,14000,1.2
144,3647963504.77,44.87600000085283,6.392999999953488,9000,1.5
145,3647958244.41,44.415000000536914,6.754999999512777,11000,1.0
146,3647906681.12,44.47600000111039,6.965999999443243,4000,1.6
147,3647651680.34,44.45400000129056,6.603999999915838,10000,1.0
148,3647650912.05,44.49400000134758,6.688000000018781,24000,1.0
149,3647552683.89,44.53600000129889,6.776999999556623,8000,1.4
150,3647397123.23,44.50700000111991,6.729999999707142,9000,2.6
151,3647197403.29,44.35200000085525,6.387000000504715,13000,1.1
152,3647137259.62,44.525000000555785,6.788000000466471,14000,1.4
153,3646617636.18,44.61400000135138,6.745000000642847,11000,0.6
154,3646440942.07,44.524000000852084,6.70200000043543,10000,2.8
155,3646440768.41,44.51300000060515,6.687999999788431,8000,1.7
156,3646440648.3,44.46800000084611,6.611999999939141,2000,2.4
157,3646383567.68,44.50000000077484,6.664999999458562,0,1.1
158,3646377259.92,44.52700000053476,6.699999999838894,18000,1.1
159,3645789942.34,44.525000001023685,6.758999999388998,12000,1.4
160,3645628716.31,44.500000000993765,6.901000000481582,6000,1.2
161,3645628395.69,44.1480000011542,6.718000000084341,12000,0.8
162,3645214993.53,44.42400000079973,6.643000000026274,0,0.6
163,3644945825.07,44.47900000061696,6.681999999649444,5000,0.7
164,3644845039.36,44.50000000084125,6.758000000109281,14000,0.3
165,3644660063.29,44.46600000052848,6.692999999866059,8000,0.7
166,3644658154.58,44.445000000524615,6.666999999935882,4000,0.9
167,3644558072.39,44.50100000059832,6.700000000523411,2000,0.8
168,3644462147.38,44.37500000102005,6.63300000028532,0,0.7
169,3644344553.06,44.340000000741625,6.92200000034102,2000,0.8
170,3644177964.06,44.48000000069696,6.9510000001464975,19000,1.0
171,3643969418.51,44.42600000105732,6.799000000440767,8000,1.0
172,3643968158.53,44.416000001266184,6.764999999861129,7000,2.7
173,3643633458.13,44.425000000910124,6.758000000392184,4000,2.4
174,3643597899.39,44.42200000056706,6.7559999999753435,11000,1.0
175,3642811777.56,44.57300000133305,6.878000000543067,5000,0.5
176,3642769860.8,44.475000000764474,6.635999999717571,0,0.5
177,3642666266.87,44.43900000125766,6.806999999716197,2000,0.7
178,3642445193.27,44.53700000048857,6.758000000130479,15000,1.2
179,3642331968.89,44.736000000700244,6.785000000343475,9000,0.7
180,3642310567.07,44.451000000768836,6.667000000106538,10000,0.5
181,3642290799.76,44.47900000064015,6.671000000506543,4000,0.7
182,3642141894.4,44.48200000056564,6.69599999982663,0,1.0
183,3641994200.66,44.81900000113476,6.747000000396711,9000,0.9
184,3641836746.74,44.90600000138192,6.676000000213371,10000,1.0
185,3641764957.0,44.6930000012802,6.747999999817718,4000,1.5
186,3641727267.05,44.41800000108731,6.862999999729921,6000,1.0
187,3641718248.74,44.513000000802535,6.791999999986915,8000,1.0
188,3641708372.87,44.54300000069391,6.964999999745153,6000,1.3
189,3641707888.63,44.46400000136992,6.867999999891696,3000,1.0
190,3641706262.19,44.568000001293335,6.791999999970683,10000,1.8
191,3641619176.48,44.52000000130901,6.6490000001153735,0,0.5
192,3641497470.57,44.227000000915815,6.546000000129307,15000,1.2
193,3640901555.4,44.219000000769654,6.897999999942501,5000,1.2
194,3640318631.0,44.53100000103929,6.792999999401917,9000,1.5
195,3640311107.63,44.49300000115245,6.750000000551477,8000,1.6
196,3640124546.63,44.49400000134329,6.707999999835211,0,1.1
197,3640063997.93,44.49200000056959,6.659000000086173,5000,0.9
198,3640062224.03,44.5150000005158,6.691999999564339,11000,1.0
199,3640035332.62,44.527000000848304,6.7849999999256365,7000,1.3
200,3640034455.09,44.54600000082753,6.6849999994169105,0,1.5
201,3640012224.43,44.52300000058827,6.700999999602818,0,1.1
202,3640010992.96,44.53000000084595,6.754000000068906,3000,1.4
203,3640010962.22,44.50400000061781,6.689000000234265,3000,1.1
204,3640010492.72,44.54800000095456,6.758999999410097,10000,1.3
205,3639981232.74,44.49400000107272,6.66599999965065,21000,1.1
206,3639751306.82,44.50200000125225,6.730999999406955,0,1.1
207,3639743760.69,44.513000000701325,6.775000000213259,8000,1.3
208,3639443044.33,44.50600000124109,6.68300000047768,0,0.5
209,3639442033.2,44.57400000083559,6.801000000100816,15000,1.5
210,3639166198.35,44.90300000085074,6.732000000581573,7000,1.3
211,3639072045.2,44.47400000077793,6.698999999827457,3000,1.3
212,3639049948.23,44.512000001335586,6.622999999619007,11000,0.8
213,3639007726.4,44.529000000672546,6.9259999995488295,8000,1.4
214,3638969919.39,44.502000000961935,6.9340000004680915,0,1.2
215,3638941621.61,44.45900000103747,6.672000000324671,0,1.1
216,3638907222.28,44.456000000764384,6.938000000595291,0,0.8
217,3638878714.37,44.50600000121079,6.9130000005000545,7000,1.3
218,3638869656.1,44.37800000131626,6.7419999995373265,3000,1.0
219,3638847744.01,44.49000000135372,6.8830000005514,1000,1.0
220,3638835915.98,44.50600000101114,6.919999999976073,10000,1.4
221,3638835374.94,44.49400000126814,6.895000000397235,3000,2.4
222,3638741635.26,44.54000000098401,6.9519999995235535,11000,1.2
223,3638710761.06,44.54800000053367,6.95999999985328,10000,1.5
224,3638709127.85,44.5170000011219,6.910999999405506,0,1.2
225,3638693551.91,44.48400000076549,6.860999999978115,2000,1.5
226,3638669150.82,44.520000000621806,6.956999999685498,2000,1.6
227,3638661964.32,44.51700000125696,6.959000000326235,10000,1.1
228,3638661865.83,44.497000001369884,6.910000000437544,10000,0.9
229,3638636984.89,44.51100000125579,6.908000000491561,1000,1.2
230,3638631870.41,44.50400000074735,6.911999999446634,1000,1.1
231,3638631773.58,44.55400000134195,6.955000000040653,1000,1.4
232,3638602857.56,44.493000000859006,6.656999999641189,0,1.0
233,3638600246.75,44.521000000733274,6.70100000045988,7000,1.1
234,3638599775.84,44.54400000063485,6.757000000077542,9000,2.0
235,3638594935.05,44.51400000084353,6.931999999841753,0,2.1
236,3638546999.31,44.52900000058472,6.944000000135652,8000,1.2
237,3638534217.85,44.471000001009294,6.839999999638875,10000,1.2
238,3638533693.01,44.7690000012882,6.589000000444867,5000,0.7
239,3638518212.28,44.64700000099712,6.749000000535201,0,1.0
240,3638488011.77,44.48300000115036,6.873000000307866,12000,1.2
241,3638487631.89,44.51600000059797,6.9120000004285425,1000,1.3
242,3638480085.59,44.76900000120513,6.517000000583099,13000,1.4
243,3638479693.86,44.43100000136429,6.76800000023259,8000,0.9
244,3638479007.55,44.489000000496645,6.852000000145312,2000,1.2
245,3638407600.09,44.52600000100472,6.72100000027226,8000,2.7
246,3638283791.07,44.479000000994006,6.691999999950648,10000,0.8
247,3638260952.63,44.55700000110298,6.786000000097092,11000,1.0
248,3638132393.85,44.49600000098567,6.765999999998584,11000,1.0
249,3638101882.23,44.48900000093588,6.718999999595407,7000,0.9
250,3638095072.87,44.45500000136011,6.666999999675773,4000,2.0
251,3638085666.58,44.47100000126573,6.687999999834724,14000,1.0
252,3638077998.73,44.568000001192516,6.77099999942491,13000,1.6
253,3638034305.73,44.53900000076339,6.755000000518723,10000,1.0
254,3638024954.09,44.40500000097833,6.698999999558142,10000,0.8
255,3638020990.85,44.50200000093453,6.660999999830127,5000,0.9
256,3637929117.63,44.514000000614246,6.686000000211115,13000,1.0
257,3637925291.03,44.51300000122084,6.684000000364526,10000,1.0
258,3637918051.62,44.52300000050385,6.748000000542393,8000,1.9
259,3637900136.36,44.50300000080667,6.764000000175952,7000,2.3
260,3637900079.08,44.50800000081459,6.76600000001662,10000,1.3
261,3637891994.03,44.51700000106597,6.683999999970381,7000,3.5
262,3637891856.54,44.526000000665064,6.725000000450374,8000,2.8
263,3637799514.16,44.510000000814344,6.676000000514263,1000,0.7
264,3637799378.41,44.511000001168405,6.688000000581158,13000,1.1
265,3637518828.67,44.404000000549466,6.711999999841855,0,0.8
266,3637373147.9,44.54300000103409,6.7680000000537355,8000,1.4
267,3637363040.48,44.394000001332614,6.697000000405547,8000,1.3
268,3637107861.67,44.51000000129895,6.6839999997384,10000,0.9
269,3637106968.4,44.52900000059066,6.738000000042138,10000,1.1
270,3637100536.4,44.54800000060192,6.754999999984104,11000,1.2
271,3637094762.43,44.511000000992276,6.718999999665231,0,0.9
272,3637094724.86,44.501000001034704,6.675000000552104,3000,0.9
273,3637091746.57,44.50500000072339,6.675000000344383,5000,1.8
274,3637089157.56,44.47400000125634,6.650999999906586,8000,0.7
275,3637088147.51,44.487000000879995,6.639999999763974,3000,1.0
276,3637087925.81,44.53400000128787,6.730999999778756,8000,3.0
277,3636734126.63,44.16400000108858,6.70500000016617,8000,1.4
278,3636615031.56,44.507000001146224,6.680000000360721,5000,1.3
279,3636610782.75,44.495000000837884,6.669999999584344,0,1.0
280,3636610372.86,44.49900000068932,6.6610000003374665,0,1.2
281,3636609518.25,44.518000000659825,6.687999999938226,8000,2.2
282,3636571800.52,44.15000000079136,6.997000000428322,12000,1.5
283,3636554683.06,44.625000001053024,6.734999999579095,10000,0.9
284,3636542333.86,44.48700000106823,6.636999999415282,8000,0.9
285,3636494249.07,44.50800000095016,6.66899999974076,8000,0.8
286,3636474643.45,44.519000000628075,6.6629999994452875,17000,1.2
287,3636472757.73,44.50000000112259,6.650999999520045,7000,1.0
288,3636464028.35,44.552000001202416,6.76699999941856,8000,1.4
289,3636435378.01,44.51300000116414,6.977000000018932,4000,1.6
290,3635999016.71,44.47800000063075,6.6909999998765475,11000,0.9
291,3635744871.93,44.730000001276736,6.590000000592038,9000,2.1
292,3635738758.75,44.43200000134602,6.639000000423288,0,1.4
293,3635736894.75,44.45500000136011,6.666999999675773,11000,1.3
294,3635608662.1,44.43500000117336,6.647000000270124,0,1.1
295,3635522592.62,44.448000001362736,6.665000000620411,0,1.0
296,3635522138.05,44.43300000047928,6.631000000549234,3000,1.0
297,3635521955.22,44.47800000059022,6.695999999416676,10000,1.3
298,3635521199.89,44.50700000057321,6.765000000057327,10000,2.3
299,3635500278.54,44.51100000061429,6.696999999729338,10000,1.0
300,3635306234.78,44.20000000050706,6.934000000279751,8000,1.3
301,3635283779.9,44.20400000081233,6.941000000366957,8000,0.7
302,3635220071.26,44.470000001145856,6.685000000511346,0,1.0
303,3635062025.68,44.52000000107441,6.6420000005214765,6000,0.9
304,3635052177.24,44.83300000130509,6.718999999855459,9000,0.9
305,3635016522.2,44.469000000671535,6.676000000296855,0,0.9
306,3635009515.18,44.49900000056635,6.66499999974519,0,1.2
307,3635004117.01,44.47800000110092,6.680999999918632,0,1.0
308,3634946550.2,44.97100000068035,6.696000000154263,1000,2.2
309,3634852952.63,44.5080000007859,6.655999999852986,0,1.1
310,3634807424.07,44.53300000128785,6.66899999958816,11000,0.9
311,3634723256.36,44.64700000106765,6.804999999679522,10000,1.1
312,3634424214.06,44.515000001131384,6.777999999906489,12000,1.5
313,3634093955.44,44.72300000069677,6.85199999977041,8000,2.0
314,3634001576.6,44.45300000084746,6.661999999958879,0,1.3
315,3633810457.03,44.69600000123121,6.796000000269222,10000,1.1
316,3633808465.49,44.24800000109366,6.883999999648178,5000,1.6
317,3633761561.48,44.45600000051029,6.67300000040184,0,0.8
318,3633563309.05,44.74400000053392,6.722999999757763,11000,1.0
319,3633396057.89,44.771000001021655,6.63600000008319,7000,0.7
320,3633058641.78,44.52400000085691,6.673000000439685,9000,1.1
321,3633054687.82,44.8800000009758,6.595999999749384,0,0.4
322,3632943110.63,44.482000001018996,6.660999999444803,0,0.7
323,3632942379.0,44.50800000082519,6.697000000141244,20000,0.9
324,3632934949.21,44.50300000101596,6.667000000287985,8000,0.9
325,3632861570.95,44.54400000124491,6.84800000049314,11000,0.5
326,3632856548.25,44.563000001270545,6.720999999870812,11000,1.4
327,3632773288.78,44.567000000522924,6.807000000527209,5000,1.1
328,3632771175.38,44.37500000091173,6.8369999996835,6000,0.9
329,3632764233.8,44.51700000068753,6.640999999901555,6000,0.8
330,3632710448.02,44.543000000592585,6.672999999711497,7000,1.1
331,3632708716.47,44.54900000071142,6.690000000053017,8000,1.4
332,3632708616.42,44.5570000012884,6.7119999995364035,5000,1.0
333,3632708364.24,44.513000000881355,6.637999999368842,8000,3.0
334,3632708351.28,44.54800000125924,6.718999999523215,5000,3.0
335,3632569791.95,44.56300000061683,6.712999999812361,8000,1.5
336,3632516344.72,44.5310000008716,6.678999999703373,0,0.9
337,3632507990.05,44.584000001175184,6.749000000259416,18000,1.3
338,3632500138.62,44.56500000109689,6.733000000160067,8000,1.7
339,3632496638.39,44.51100000074706,6.623000000495166,5000,1.4
340,3632496382.42,44.55400000092523,6.716999999615413,8000,2.0
341,3632485415.26,44.55600000056216,6.7330000001291515,8000,1.8
342,3632415092.5,44.546000000481946,6.9320000005981095,8000,1.7
343,3632090683.61,44.5040000009189,6.760000000052236,5000,1.6
344,3632090317.08,44.50700000049831,6.7880000005843995,5000,1.9
345,3631895368.16,44.46800000095441,6.6770000000337335,13000,1.3
346,3631893203.85,44.52100000060204,6.773000000564506,15000,1.5
347,3631718946.13,44.508000000550695,6.770999999805003,8000,1.8
348,3631718807.07,44.50900000073989,6.788999999678246,8000,1.6
349,3631701296.38,44.45700000128222,6.672000000192516,0,1.4
350,3631659863.03,44.46200000124359,6.66700000026597,12000,0.9
351,3631656529.07,44.51200000129423,6.722999999402225,8000,1.3
352,3631640312.01,44.91400000135823,6.749999999735684,8000,0.2
353,3631477941.76,44.50500000116485,6.694000000218764,6000,1.3
354,3631434372.87,44.49100000091801,6.6730000000635785,0,1.6
355,3631414548.09,44.66300000129042,6.742000000317951,6000,1.3
356,3631321134.19,44.50000000080049,6.6869999993787745,13000,1.5
357,3631262538.98,44.463000001305446,6.643000000011482,8000,0.7
358,3631097178.04,44.80000000107068,6.5480000002453655,2000,2.0
359,3631081166.06,44.4800000011611,6.664000000417735,0,1.1
360,3630882509.82,44.49000000052816,6.727999999720085,0,1.0
361,3630882390.96,44.50600000127592,6.725000000438561,8000,1.8
362,3630878518.42,44.296000000508826,6.5489999996809924,8000,1.5
363,3630859514.03,44.49900000074983,6.6629999995030085,8000,1.2
364,3630851230.05,44.50200000108904,6.650000000159176,8000,0.7
365,3630850977.47,44.492000001123195,6.657000000297345,8000,0.8
366,3630778189.52,44.49700000099756,6.71000000060741,0,0.7
367,3630701924.62,44.499000000692334,6.782000000299293,11000,1.9
368,3630594636.89,44.48700000130286,6.683999999612039,0,0.5
369,3630527659.27,44.493000001263916,6.704999999943612,1000,1.6
370,3630509995.42,44.66400000077526,6.832000000051194,5000,1.3
371,3630440279.5,44.51600000109753,6.754000000438036,23000,1.0
372,3630374871.09,44.48300000115746,6.702999999498811,10000,1.3
373,3630374837.23,44.470000001328735,6.687000000210759,9000,1.0
374,3630341208.62,44.494000001243386,6.6770000000153855,7000,1.1
375,3630333413.01,44.597000001307954,6.727999999967976,11000,0.8
376,3630327985.34,44.476000000774775,6.691999999897501,0,1.0
377,3630327309.38,44.47400000067647,6.680000000492189,0,0.9
378,3630326588.75,44.46700000122458,6.670000000596124,0,1.0
379,3630175422.55,44.54400000118882,6.696000000187837,12000,1.5
380,3630170066.03,44.55100000056643,6.724000000026769,7000,1.7
381,3629936145.82,44.8940000005566,6.69400000040262,0,1.0
382,3629879267.57,44.44800000127292,6.676999999443849,5000,0.7
383,3629735919.3,44.516000000670424,6.738999999426007,0,1.2
384,3629686580.91,44.45900000080406,6.68399999961582,10000,0.5
385,3629678248.12,44.49900000086843,6.776000000420897,8000,1.6
386,3629677608.59,44.50600000138243,6.799999999400669,6000,1.5
387,3629659782.08,44.48900000099725,6.721999999601706,9000,1.2
388,3629659298.71,44.47400000090786,6.720999999793169,10000,1.0
389,3629645577.76,44.47400000090786,6.720999999793169,0,1.2
390,3629608989.37,44.49400000083273,6.787000000221888,5000,1.5
391,3629517670.44,44.42600000088529,6.546000000124637,5000,1.8
392,3629455555.05,44.62600000124074,6.869000000416691,11000,2.0
393,3629426553.98,44.447000000905575,6.657000000013095,0,1.0
394,3629426250.13,44.46300000107319,6.678999999696487,0,0.8
395,3629403768.85,44.43700000097341,6.543999999725564,0,1.2
396,3629396538.56,44.44200000115318,6.518000000047762,18000,1.2
397,3629286430.29,44.79500000126602,6.598000000544527,4000,1.5
398,3629253556.87,44.49100000082536,6.742000000459364,4000,1.6
399,3629228854.49,44.49600000074184,6.787999999709184,0,1.9
400,3629225258.58,44.49100000084729,6.777000000533996,0,2.0
401,3629183158.97,44.473000000988286,6.688999999676963,0,1.1
402,3629182861.0,44.46700000132263,6.678000000204682,0,1.2
403,3629181669.88,44.487000001245555,6.729000000262811,8000,2.9
404,3629174399.75,44.4360000007871,6.960999999844555,0,1.2
405,3629171764.32,44.53400000070699,6.66500000060666,0,1.2
406,3629099952.04,44.47900000121276,6.703999999985231,5000,1.5
407,3628921467.07,44.5230000011798,6.7609999997141985,1000,1.6
408,3628886350.28,44.07800000104222,6.025000000470793,0,1.4
409,3628597649.72,44.51900000133978,6.781999999709883,12000,1.3
410,3628574158.72,44.35700000071417,6.907999999927836,6000,1.0
411,3628440274.46,44.7890000012166,6.59700000026397,6000,0.7
412,3628312238.17,44.494000001389665,6.6379999998519414,0,0.9
413,3628257846.94,44.69500000127579,6.746000000117709,17000,1.2
414,3628206010.18,44.45800000079401,6.704000000228927,6000,0.7
415,3628191313.66,44.406000001380654,6.680999999763763,8000,0.9
416,3628148753.72,44.56600000113925,6.743999999527135,7000,1.8
417,3628054269.6,44.36500000117182,6.911999999988817,10000,1.6
418,3628033061.35,44.4790000009551,6.676000000441707,0,0.7
419,3628013793.36,44.739000000556196,6.820999999459414,0,1.9
420,3627856193.1,44.45900000120477,6.6830000001214955,14000,1.2
421,3627850412.84,44.48500000061192,6.663999999656313,8000,0.8
422,3627764595.97,44.45100000109035,6.884000000205703,8000,1.8
423,3627722952.48,44.547000000854204,6.6599999995900125,8000,1.4
424,3627722122.1,44.19400000108373,6.678999999620999,8000,1.3
425,3627716995.1,44.47200000127395,6.693000000580348,8000,1.8
426,3627709661.66,44.454000001113066,6.6749999997260465,8000,1.1
427,3627702968.38,44.42500000128089,6.56099999967285,19000,1.2
428,3627666050.81,44.47700000054617,6.7660000003242535,10000,1.4
429,3627483020.03,44.589000001072854,6.74699999957999,8000,0.8
430,3627478983.18,44.52800000067122,6.8150000003523274,0,0.8
431,3627478673.28,44.93000000083574,6.760000000374384,8000,0.9
432,3627242630.12,44.7900000010078,6.714000000550304,9000,0.8
433,3627098600.68,44.212000001282135,6.970999999933047,15000,1.3
434,3626682163.63,44.500000001221615,6.753000000639193,6000,0.8
435,3626673795.95,44.502000001346765,6.689000000406304,6000,1.2
436,3626630640.01,44.51100000095678,6.642999999836159,11000,1.3
