sec	lat	lon	z	mag
3313143992.84	15.787869	-61.574761	8217.285	1.57
3313137551.94	15.7705	-61.5225	7970	2.82
3313128110.52	15.835691	-61.610462	856.934	1.3
3313127049.68	15.627675	-61.505976	8184.326	2.27
3313124961.85	15.81652	-61.578373	13523.682	2.81
3313123365.7	15.698333	-61.515	13330	2.06
3313110839.5	15.830981	-61.532401	13941.65	2.07
3313107821.59	15.729324	-61.55605	2010.498	2.14
3313104538.82	15.830203	-61.623841	9733.398	1.7
3313102555.5	15.831462	-61.596221	7152.1	1.83
3313087359.68	15.762465	-61.535993	13952.148	3.31
3313082930.97	15.685833	-61.514833	12150	2.54
3313079801.25	15.82822	-61.603253	9206.055	1.87
3313079529.38	15.681992	-61.510778	10118.408	2.04
3313076978.55	15.764461	-61.485228	17006.836	1.84
3313076835.16	15.81751	-61.596214	7393.311	1.75
3313074261.09	15.832333	-61.514167	12090	2.27
3313070689.16	15.950293	-61.613954	12062.988	2.23
3313069726.47	15.878	-61.655	2540	1.6
3313069411.93	15.868	-61.647	3610	3.12
3313067812.16	15.8455	-61.565833	42000	2.54
3313066949.74	15.807563	-61.514901	5174.561	2.08
3313054506.45	15.621944	-61.483181	2109.375	1.08
3313045541.44	15.852389	-61.597603	10886.963	2.27
3313035068.49	15.816035	-61.512843	11414.307	2.08
3312991555.59	15.859118	-61.5916	3009.766	1.36
3312991500.82	15.60849	-61.504776	7953.613	2.1
3312984163.04	15.784393	-61.50032	6833.008	2.64
3312968616.78	15.79235	-61.585397	12788.086	2.09
3312964841.99	15.812	-61.561333	-20	2.32
3312960610.34	15.834448	-61.603427	9173.096	2.41
3312936052.57	15.94207	-61.617554	11964.111	2.12
3312921097.25	15.711134	-61.562389	10854.004	1.92
3312864871.93	15.8105	-61.4965	13010	2.49
3312856345.24	15.774	-61.533	10040	2.79
3312835450.38	15.907458	-61.572057	3471.191	2.55
3312832153.84	15.755989	-61.479398	10326.66	2.95
3312828505.84	15.814025	-61.586949	15457.764	2.78
3312820047.16	15.847154	-61.605321	15666.016	4.2
3312818933.1	15.911445	-61.571372	3493.652	1.89
3312818766.7	15.831448	-61.62367	8206.787	2.28
3312816017.05	15.912188	-61.584587	15501.221	1.85
3312810405.36	15.78738	-61.536683	15138.672	1.8
3312803991.97	15.758457	-61.607335	19225.586	1.68
3312802588.43	15.831692	-61.633792	4548.34	1.9
3312775275.97	15.816833	-61.615333	9480	1.91
3312762537.14	15.821765	-61.510956	17072.754	2.75
3312734379.52	15.761833	-61.486333	14050	2.56
3312709415.79	15.992398	-61.608998	8865.967	3.35
3312701740.88	15.886333	-61.4	66170	2.66
3312701057.27	15.860116	-61.588169	3405.273	2.13
3312698715.25	15.717365	-61.554675	1153.564	2.5
3312692278.25	15.736307	-61.489517	12557.373	2.6
3312682210.66	15.832956	-61.597937	9568.604	2.21
3312676344.23	15.728832	-61.481972	9370.85	3.13
3312675515.79	15.738799	-61.50495	10843.506	2.63
3312671244.57	15.823731	-61.612515	7558.105	2.1
3312664025.27	15.917402	-61.624234	15227.051	2.08
3312661365.05	15.842655	-61.633112	6921.387	2.09
3312621838.83	15.817021	-61.570825	2010.498	2.64
3312604159.31	15.808775	-61.62623	12590.332	2.61
3312603426.94	15.820833	-61.540167	9150	2.59
3312598633.68	15.801167	-61.579833	12890	2.17
3312594743.15	15.881803	-61.549226	15787.354	3.14
3312587324.08	15.754	-61.572667	11770	2.83
3312582840.56	15.713884	-61.502549	7349.854	2.76
3312573430.29	15.818025	-61.539261	32.959	2.52
3312560411.75	15.738799	-61.493289	13348.389	2.79
3312539765.2	15.863571	-61.651656	2020.996	1.6
3312533609.05	15.798747	-61.710617	5580.566	2.09
3312530407.91	15.800587	-61.513528	14073.486	2.22
3312517881.15	15.803833	-61.369167	24220	2.97
3312515352.8	15.697183	-61.555527	8635.254	2.65
3312492425.63	15.7535	-61.532833	10740	2.22
3312473520.08	15.896483	-61.605688	16786.621	1.61
3312468796.54	15.831217	-61.586099	10919.922	1.31
3312467939.26	15.725085	-61.570624	11667.48	1.48
3312460846.01	15.824833	-61.516	5250	1.59
3312451234.92	15.798339	-61.556582	12633.789	1.68
3312440936.4	15.811512	-61.632921	32.959	3.02
3312428851.82	15.833667	-61.592167	10290	2.96
3312413288.7	15.806333	-61.521333	9640	2.34
3312408173.61	15.720361	-61.509408	10118.408	2.06
3312403821.88	15.754194	-61.509652	8015.625	2.14
3312377959.12	15.584321	-61.501177	14248.779	2.19
3312369368.19	15.749761	-61.507008	13150.635	3.04
3312352948.21	15.818007	-61.597587	8074.951	2.96
3312347293.54	15.875	-61.542333	23550	2.86
3312337719	15.857667	-61.660833	2800	2.42
3312329287.27	15.757734	-61.49912	12952.881	3.07
3312324660.92	15.874167	-61.508	49990	2.61
3312324660.26	15.830462	-61.604112	14930.42	2.62
3312324628.05	15.771	-61.478667	14490	1.84
3312266671.21	15.888833	-61.570333	64010	2.41
3312259536.27	15.757983	-61.509581	11535.645	3.12
3312235697.39	15.672274	-61.515749	2043.457	2.72
3312222932.63	15.748017	-61.505465	2834.473	2.61
3312221366.8	15.754744	-61.509066	12666.748	4.3
3312212383.13	15.73132	-61.546104	2010.498	2.14
3312201043.56	15.788378	-61.529136	3295.898	3.31
3312181715.6	15.720361	-61.507693	13414.307	3.08
3312151570.64	15.842913	-61.616127	13612.061	3.09
3312133872.93	15.843833	-61.622167	11190	3.1
3312118613.3	15.881	-61.5965	1950	1.31
3312113670.96	15.853667	-61.647	12710	3.24
3312103369.73	15.729081	-61.481458	13754.395	2
3312083376.59	15.663055	-61.517291	11414.307	3.14
3312082424.06	15.665546	-61.527234	11677.979	3.11
3312021497.69	15.874667	-61.516833	38000	2.13
3312007205.79	15.94871	-61.730333	66554.688	2.9
3311957923.18	15.833953	-61.597251	8316.162	2.19
3311942839.79	15.812667	-61.5245	10790	2.88
3311932479.96	15.854594	-61.663317	2812.012	2.03
3311925616.38	15.742284	-61.53376	13677.979	3.03
3311924638.84	15.747268	-61.53136	14007.568	2.93
3311889466.91	15.711	-61.499667	10710	3.11
3311879710.34	15.847872	-61.655934	230.713	2
3311871860.56	15.726091	-61.4794	13117.676	2.71
3311869029.98	15.860667	-61.652	2300	1.82
3311865667.4	15.922397	-61.598149	14436.035	2.17
3311856003.96	15.754244	-61.531361	8975.342	2.53
3311852237.86	15.753746	-61.529303	1285.4	2.22
3311839257.86	15.819	-61.6165	2300	2.89
3311831367.31	15.789167	-61.523667	10710	2.69
3311831138.09	15.720361	-61.483002	12689.209	2.67
3311823379.39	15.850893	-61.601377	3856.201	2.16
3311817396.94	15.78464	-61.532737	1680.908	2.32
3311816160.86	15.789667	-61.526333	10750	2.54
3311746494.77	15.700179	-61.521237	13513.184	3.06
3311745240.95	15.988386	-61.65535	4581.299	2.94
3311741925.38	15.795833	-61.523167	13430	2.24
3311726109.15	15.979423	-61.646073	5899.658	2.82
3311712086.01	15.737304	-61.48986	13480.225	2.79
3311710383.2	15.775673	-61.514899	7393.311	2.7
3311705967.73	15.833456	-61.59382	5108.643	2.04
3311705598.54	15.822493	-61.594844	14578.369	3.05
3311696271.39	15.835	-61.625333	4880	2.09
3311682655.79	15.836908	-61.657985	1680.908	2.89
3311681519.29	15.890011	-61.593673	131.836	2.05
3311670791.16	15.918156	-61.609647	14073.486	2.82
3311666766.83	15.7205	-61.5605	9850	3.13
3311640915.12	15.795	-61.520167	9810	2.27
3311612013.06	15.949	-61.313333	27000	2.95
3311609252.58	15.844667	-61.6205	10100	2.55
3311586993.3	15.611229	-61.474784	11700.439	2.69
3311574175.95	15.592294	-61.488496	12623.291	3.28
3311565233.9	15.844895	-61.63603	3460.693	2.2
3311560349.6	15.853667	-61.647	2960	2.44
3311549017.33	15.851865	-61.6453	7811.279	2.46
3311545029.06	15.896667	-61.540667	27000	2.96
3311536379.53	15.811762	-61.630349	2152.832	2.77
3311531112.77	15.7925	-61.587667	9270	2.06
3311528038.73	15.620333	-61.498667	8080	2.73
3311521280.89	15.832976	-61.511815	12403.076	2.49
3311520901.64	15.836215	-61.48934	15797.852	2.67
3311515047.93	15.933116	-61.583565	14776.123	2.23
3311513104.07	15.74477	-61.563942	2669.678	1.78
3311508045.5	15.843441	-61.511129	98.877	1.9
3311505189.37	15.603258	-61.501862	8909.424	1.57
3311502877.93	15.881787	-61.598646	692.139	1.87
3311497294.12	15.791615	-61.53857	13391.846	1.91
3311492537.35	15.826728	-61.596733	7162.598	1.66
3311490258.92	15.860614	-61.589199	12831.543	1.23
3311486624.86	15.742785	-61.507694	8118.408	2.06
3311482498.7	15.715129	-61.499291	13095.215	1.93
3311480310.75	15.715833	-61.526333	13010	2.36
3311476192.47	15.929861	-61.619779	14633.789	1.81
3311471432.57	15.734333	-61.487	14150	1.85
3311469487.63	15.784144	-61.492259	16512.451	2.12
3311464910.02	15.737304	-61.499463	13655.518	2.31
3311457891.77	15.806063	-61.55058	12073.486	1.77
3311453655.19	15.7165	-61.536667	10750	2.61
3311449832.01	15.856386	-61.567407	2010.498	1.24
3311448153.88	15.808	-61.495667	27000	2.58
3311444481.5	15.778656	-61.555719	13853.271	2.8
3311438737.6	15.689965	-61.500834	12293.701	3.06
3311436273.05	15.693951	-61.497405	12623.291	3.55
3311435147.16	15.789	-61.4715	27000	2.74
3311433751.61	15.839917	-61.628478	1614.99	1.65
3311430036.99	15.711	-61.493333	8300	3.14
3311429981.83	15.839924	-61.614753	15171.631	3.05
3311424402.89	15.628333	-61.498333	8220	2.85
3311421887.14	15.825488	-61.580092	9568.604	1.76
3311417714.33	15.8765	-61.4635	63190	2.59
3311415378.73	15.843407	-61.625049	4295.166	1.49
3311412579.89	15.805801	-61.591921	10744.629	1.8
3311401708.28	15.786833	-61.513167	27000	2.96
3311365529.32	15.881167	-61.650833	2290	1.79
3311361609.56	15.863667	-61.647	7120	2.42
3311356365.3	15.616463	-61.496549	18764.16	2.33
3311354595.05	15.605251	-61.492608	9195.557	1.92
3311351821.88	15.859819	-61.673101	4910.889	1.37
3311346975.68	15.769667	-61.525167	2790	2.12
3311343076.67	15.790167	-61.5705	12610	1.77
3311340218.29	15.77343	-61.510611	7492.188	1.87
3311337053.15	15.853667	-61.647	1790	2.67
3311331884.42	15.616214	-61.494664	9634.521	3.32
3311329405.52	15.841666	-61.618014	7953.613	2.2
3311326131.28	15.628672	-61.49912	2010.498	2.44
3311320949.2	15.915169	-61.604496	15325.928	1.92
3311317509.55	15.764958	-61.526732	6503.418	2.08
3311315808.18	15.821245	-61.400822	79210.938	2.77
3311312294.39	15.606246	-61.476841	16973.877	2.14
3311301719.88	15.842661	-61.621446	8876.465	2
3311300175.42	15.781642	-61.569785	7986.572	1.77
3311294834.67	15.822263	-61.493458	16852.539	1.75
3311291197.27	15.74428	-61.497062	4976.807	2.29
3311290243.81	15.85834	-61.649422	1153.564	2.66
3311286938.1	15.905833	-61.594167	28150	3.06
3311286025.58	15.809833	-61.665333	10560	3.09
3311284977.8	15.83743	-61.620585	5899.658	3.2
3311283346.99	15.614333	-61.500833	7920	2.51
3311270610.54	15.611231	-61.496035	9041.26	2.98
3311268180.66	15.753499	-61.502378	6855.469	1.99
3311263414.45	15.613833	-61.488167	9110	1.81
3311260193.98	15.790167	-61.52	12570	2.14
3311255412.97	15.624685	-61.497406	10359.619	2.6
3311252206.66	15.829737	-61.520564	5998.535	1.78
3311248152.92	15.821505	-61.570827	8447.998	1.72
3311245603.72	15.628174	-61.499806	10359.619	2
3311241565.09	15.752502	-61.515412	17006.836	2.09
3311238379.6	15.81025	-61.540363	12867.188	1.82
3311234872.84	15.625682	-61.497749	9634.521	2.9
3311232560.11	15.640333	-61.485167	10000	2.95
3311228815.56	15.816333	-61.550833	34150	2.87
3311224503.55	15.854333	-61.586	4400	1.44
3311222192.2	15.577095	-61.482499	15797.852	1.98
3311217842.49	15.913929	-61.59231	18588.867	0.97
3311213038.6	15.792601	-61.580766	4713.135	1.46
3311209175.83	15.847896	-61.615101	7195.557	1.7
3311206698.21	15.606746	-61.49535	9436.768	2.62
3311201822.92	15.82272	-61.637903	14281.738	2.81
3311199254.48	15.737802	-61.50838	16973.877	1.66
3311194399.71	15.856358	-61.631577	7195.557	1.6
3311187834.86	15.862833	-61.636333	3980	1.82
3311184779.67	15.751503	-61.536677	14611.328	1.98
3311182352.78	15.83544	-61.614408	999.268	1.65
3311177826.41	15.79087	-61.519188	7844.238	2.08
3311172033.76	15.591796	-61.493294	14205.322	2.51
3311168794.69	15.745774	-61.479913	16248.779	2.07
3311166458.95	15.616667	-61.482167	13190	2.88
3311162601.34	15.734309	-61.548506	8734.131	2.52
3311160473.98	15.720358	-61.540615	13194.092	4.8
3311156399.85	15.9155	-61.490833	27000	2.78
3311152072.02	15.720854	-61.550903	7261.475	2.17
3311147636.67	15.86332	-61.654573	230.713	1.86
3311144671.42	15.7925	-61.517	12680	2.08
3311140789.97	15.792667	-61.51	12770	3.54
3311136416.1	15.918421	-61.570687	17468.262	1.08
3311134211.98	15.936333	-61.4665	52980	2.69
3311128980.48	15.777914	-61.528105	12567.871	1.98
3311127652.17	15.693199	-61.548668	7316.895	2.18
3311121599.92	15.815534	-61.531713	98.877	2.16
3311119948.96	15.829667	-61.613	10870	2.16
3311115636.26	15.704914	-61.493976	12952.881	2.81
3311111545.61	15.821502	-61.579747	9964.111	1.57
3311108086.89	15.789873	-61.52399	1384.277	1.87
3311104234.48	15.904457	-61.60226	16149.902	1.71
3311103209.45	15.862839	-61.62712	32.959	1.78
3311098762.68	15.707904	-61.502892	10184.326	2.19
3311094379.29	15.603257	-61.493294	12491.455	2.25
3311089962.39	15.861877	-61.495688	19149.17	2.39
3311083242.63	15.78464	-61.531708	16248.779	2.66
3311078699.66	15.704413	-61.536497	16578.369	2
3311071321.67	15.814787	-61.52811	65.918	1.58
3311064578.21	15.909167	-61.508333	27000	2.6
3311058388.25	15.858864	-61.604469	15698.975	2.07
3311054009.82	15.792833	-61.521	11260	1.94
3311051899.1	15.839	-61.414	23080	2.5
3311049071.02	15.8915	-61.670667	32430	2.98
3311042521.5	15.810333	-61.647	1140	2.94
3311039149.61	15.730826	-61.511123	12425.537	1.43
3311035493.35	15.91618	-61.565366	15896.729	2.12
3311033457.03	15.702419	-61.539926	2010.498	2.03
3311029254.76	15.756727	-61.568405	16578.369	2.31
3311027175.91	15.833941	-61.621956	14205.322	2.54
3311022580.6	15.729667	-61.5735	9770	2.14
3311018510.66	15.884282	-61.59144	18028.564	2.43
3311014930.29	15.782397	-61.534624	9733.398	1.34
3311013420.46	15.791865	-61.532224	65.918	1.9
3311009343.03	15.841658	-61.633798	7448.73	1.99
3311005853.79	15.679735	-61.418717	263.672	2.78
3311004835.07	15.752245	-61.5612	12359.619	3.18
3311002862.38	15.909167	-61.437	34000	2.71
3311001666.91	15.593789	-61.490209	9261.475	2.87
3310996195.19	15.834718	-61.537034	9821.777	2.53
3310992889.55	15.842693	-61.509585	11271.973	3.11
3310990841.82	15.880562	-61.480072	23269.043	2.61
3310985297.39	15.607244	-61.485753	2142.334	2.43
3310984355.43	15.832726	-61.524681	12590.332	2.5
3310979403.38	15.708401	-61.518323	13216.553	2.78
3310976985.05	15.782649	-61.482311	15655.518	3.05
3310972678.18	15.838683	-61.60566	14436.035	2.45
3310970078.29	15.822715	-61.645452	4152.832	2.55
3310965245.91	15.827956	-61.631902	13150.635	2.75
3310961871.71	15.826747	-61.52125	65.918	2.65
3310956427.27	15.754493	-61.534619	16479.492	2.75
3310953235.45	15.819022	-61.53137	8206.787	2.71
3310948426.28	15.732565	-61.546962	14106.445	2.47
3310943810.7	15.733316	-61.522098	14139.404	2.31
3310938196.6	15.828242	-61.520907	8305.664	2.56
3310936638.77	15.882	-61.4565	23280	2.83
3310931965.08	15.930373	-61.589915	17995.605	1.25
3310929044.96	15.818	-61.4955	27000	2.69
3310926609.3	15.728333	-61.521411	12425.537	2.15
3310923233	15.933377	-61.462217	11403.809	3.5
3310921297.41	15.709635	-61.42282	18039.062	3
3310917925.26	15.817002	-61.616457	10184.326	2.66
3310912958.66	15.757733	-61.478197	12689.209	3.24
3310910045.4	15.841333	-61.629667	6370	1.55
3310907799.09	15.980952	-61.574657	9920.654	4.3
3310902522.94	15.938589	-61.601761	13941.65	3.1
3310901592.33	15.809557	-61.514558	1944.58	2.19
3310897603.6	15.793167	-61.561333	11730	1.73
3310889707.3	15.949057	-61.592497	13216.553	2.21
3310886735.27	15.715333	-61.516667	13200	2.16
3310881178.75	15.776419	-61.52639	2086.914	2.14
3310878251.49	15.824969	-61.627097	296.631	2.07
3310875083.88	15.90946	-61.534301	14963.379	1.64
3310871864.05	15.829458	-61.617836	999.268	1.44
3310867707.77	15.878559	-61.571361	14436.035	1.39
3310865532.66	15.863833	-61.5275	25270	1.95
3310861875.41	15.817167	-61.634167	2670	1.83
3310856376.75	15.82796	-61.624354	12886.963	3.23
3310853241.4	15.809041	-61.591064	13150.635	2.32
3310850597.49	15.721101	-61.558962	11931.152	2.5
3310844752.63	15.843333	-61.486333	36000	1.88
3310843181.09	15.787359	-61.605291	263.672	1.76
3310839411.43	15.834447	-61.606859	8536.377	2.06
3310837227.41	15.743167	-61.434667	25160	3.56
3310835300.67	15.906459	-61.58098	19423.34	1.32
3310831776.13	15.716621	-61.535985	7250.977	2.24
3310828942.84	15.720667	-61.534833	12780	1.89
3310825342.32	15.846137	-61.643066	3932.617	2.48
3310821701.48	15.747513	-61.553139	16720.703	2.01
3310817117.26	15.823758	-61.504094	20632.324	2.08
3310816828.1	15.737539	-61.579202	6964.844	2.38
3310813294.87	15.821765	-61.488998	20236.816	1.93
3310809415.94	15.8025	-61.611333	29840	2.9
3310809071.61	15.830207	-61.353824	53156.25	2.52
3310808379.5	15.808695	-61.558407	16927.734	2.46
3310801603.2	15.721104	-61.548674	15095.215	2.32
3310800594.12	15.928646	-61.516969	14139.404	2.43
3310797351.41	15.640167	-61.5135	12730	2.89
3310790486.43	15.747021	-61.499291	13908.691	2.61
3310788046.47	15.8095	-61.4635	24130	2.98
3310785917.03	15.9285	-61.571	27000	2.32
3310783804.43	15.639333	-61.732667	20760	2.35
3310782724.94	15.808667	-61.749833	36040	2.4
3310781308.31	15.746024	-61.495861	14304.199	2.38
3310778250.81	15.812167	-61.4425	27000	2.72
3310774203.03	15.959682	-61.45881	8648.438	1.9
3310771108.98	15.906461	-61.574802	16413.574	1.39
3310766551.41	15.796239	-61.549833	9439.453	1.84
3310764714.45	15.725581	-61.576454	26476.562	2.36
3310760664.11	15.705911	-61.502206	14007.568	4.15
3310760663.31	15.697167	-61.615167	14700	4.9
3310754821.66	15.802071	-61.573222	12227.783	1.81
3310751344.95	15.7627	-61.589673	1746.826	2.37
3310747297.88	15.804334	-61.701507	8753.906	1.16
3310744193.36	15.810041	-61.580429	13348.389	2.44
3310741907.94	15.703333	-61.512333	14230	1.84
3310739023	15.789281	-61.708206	20148.438	2.31
3310732906.46	15.696192	-61.528095	12304.199	4.3
3310727528.34	15.868852	-61.522798	1417.236	2.56
3310725347.97	15.804	-61.64	8660	2.72
3310720438.57	15.747	-61.567667	9900	2.97
3310718362.15	15.683733	-61.536665	11974.609	1.84
3310711804.89	15.744516	-61.577146	11997.07	2.26
3310708235.98	15.827461	-61.625383	5701.904	2.38
3310704923.95	15.828492	-61.503237	11436.768	2.43
3310702417.98	15.826216	-61.623838	5668.945	2.49
3310699381.98	15.98516	-61.634575	6921.387	2.04
3310696011.56	15.91543	-61.575492	14831.543	2.04
3310692488.19	15.815167	-61.554833	28000	2.82
3310690933.87	15.910438	-61.59883	15886.23	1.68
3310684737.03	15.832833	-61.627	13050	2.24
3310680203.34	15.871806	-61.630213	20137.939	2.52
3310678680.48	15.829931	-61.660039	12161.865	3.26
3310676602.06	15.890833	-61.517667	28000	2.61
3310671710.8	15.839439	-61.583185	12425.537	3.03
3310671546.57	15.73343	-61.493942	21937.5	2.52
3310670978.25	15.979923	-61.643327	7086.182	3.3
3310668395.92	15.901333	-61.5755	27000	2.7
3310662193.5	15.855119	-61.380217	57744.141	2.34
3310659537.2	15.715626	-61.473572	26212.891	2
3310656359.72	15.750493	-61.58538	9733.398	2.12
3310651479.39	15.896505	-61.537731	12985.84	2.53
3310646588.13	15.871094	-61.525715	13447.266	3
3310645707.68	15.836167	-61.521	14600	2.19
3310641921.96	15.829718	-61.595362	16545.41	2.88
3310638228	15.960214	-61.487595	7330.078	2.54
3310635031.84	15.880333	-61.555167	52000	2.9
3310628126.16	15.771833	-61.566333	28000	2.74
3310627953.36	15.8865	-61.549333	28000	2.46
3310626469.3	15.793361	-61.529823	527.344	2.98
3310626062.45	15.982427	-61.62101	7547.607	3.7
3310625295.75	15.776833	-61.832333	48430	3.02
3310622883.03	15.980422	-61.64264	8668.213	3.29
3310618577.64	15.791	-61.447667	27000	2.56
3310610443.14	15.781	-61.473167	23810	3
3310609348.63	15.871333	-61.596167	27000	2.4
3310605213.94	15.778333	-61.6005	23970	2.91
3310600568.24	15.763833	-61.467167	26320	2.47
3310592288.81	15.81	-61.5185	27000	2.93
3310589631.18	15.744333	-61.550333	24750	2.66
3310587866.49	15.887526	-61.576855	13886.23	1.87
3310582734.15	15.959345	-61.477762	8542.969	1.86
3310580408.67	15.996362	-61.649519	4449.463	2.38
3310577514.56	15.855136	-61.580618	13447.266	4.2
3310576381.52	15.870833	-61.453	68070	2.14
3310575771.7	15.7665	-61.594	0	3.8
3310575238.96	15.826973	-61.605826	13677.979	2.84
3310573187	15.799342	-61.484539	11337.891	2.88
3310569866.37	15.99637	-61.635783	7415.771	2.2
3310569045.26	15.884	-61.562	27000	2.87
3310564638.04	15.8785	-61.623833	27000	3.02
3310543321.65	15.804333	-61.4825	28000	3
3310539940.66	15.784333	-61.396333	27840	2.44
3310537695.17	15.879	-61.620167	57990	2.53
3310526450.84	15.812167	-61.433833	27000	2.57
3310523790.99	15.809278	-61.617653	21621.094	4
3310516081.74	15.871833	-61.579333	24530	3.01
3310507321.24	15.785	-61.502167	28000	2.92
3310505738.12	15.809667	-61.560167	27000	2.95
3310497510.14	15.810333	-61.5225	27000	2.43
3310496296.46	15.9215	-61.538833	27000	2.48
3310493771.23	15.850889	-61.608239	14205.322	3.55
3310487971.91	15.840333	-61.616667	11680	2.07
3310487547.57	15.709396	-61.532726	26070.557	2.03
3310485852.39	15.775175	-61.497404	12623.291	2.58
3310481954.64	15.873	-61.5665	26450	2.36
3310478952.39	15.732072	-61.492432	15227.051	2.33
3310474721.46	15.98291	-61.647449	5174.561	2.14
3310473036.76	15.963231	-61.643487	7712.402	1.92
3310467200.63	15.905459	-61.589218	13381.348	2.8
3310460371.38	15.910448	-61.572058	14304.199	2.59
3310457633.5	15.882167	-61.568167	27000	2.81
3310457551.51	15.891667	-61.6235	30560	2.79
3310457143.89	15.732816	-61.460366	8470.459	3.17
3310456330.97	15.796667	-61.661167	19990	3.02
3310455774.95	15.920167	-61.608	27000	3.09
3310455478.21	15.803167	-61.608	27000	2.56
3310452941.51	15.989891	-61.639213	7349.854	2.2
3310450727.64	15.986394	-61.653289	5438.232	2.32
3310446912.56	15.621554	-61.921937	25421.875	2.41
3310445897.43	15.731812	-61.569425	11766.357	2.48
3310438339.11	15.802333	-61.467	27000	2.52
3310436758.68	15.754091	-61.352477	20671.875	2.88
3310436415.25	15.520222	-61.782327	16031.25	2.57
3310435509.02	15.785	-61.252333	58000	3.07
3310434664.34	15.776669	-61.486428	12755.127	3.09
3310430858.16	15.835833	-61.614667	11310	2.63
3310429709.53	15.8665	-61.584333	27550	2.82
3310423848.02	15.630156	-61.430219	9525.146	2.89
3310421981.22	15.769442	-61.463961	24894.531	2.7
3310420467.97	15.899833	-61.587833	10570	2.65
3310418564.18	15.764708	-61.467906	11964.111	2.29
3310407304.88	15.8195	-61.544333	28000	2.96
3310407122.46	15.801332	-61.463955	14347.656	2.81
3310391407.89	15.868167	-61.623167	27000	3.22
3310390976.4	15.823167	-61.611167	27000	2.89
3310385642.73	15.883333	-61.577333	27000	2.89
3310384285.12	15.8205	-61.591833	25690	2.8
3310382386.18	15.7935	-61.607833	24350	3.16
3310380380.24	15.7825	-61.482833	25430	2.92
3310379102.68	15.805321	-61.510612	34914.062	2.43
3310378506.23	15.814333	-61.505333	34870	2.58
3310377412.46	15.762709	-61.437036	7943.115	3.1
3310373331.06	15.816833	-61.548333	43990	2.9
3310373082.63	15.859667	-61.6025	24000	2.98
3310370311.55	15.875167	-61.5805	31240	3.17
3310367237.03	15.6925	-61.4995	5710	2.87
3310363861.79	15.719593	-61.402241	6064.453	2.81
3310363112.48	15.840833	-61.479333	28130	2.99
3310361909.42	15.836667	-61.574667	30620	2.72
3310358685.74	15.866667	-61.625833	30070	3.17
3310358597.67	15.715575	-61.344631	263.672	2.72
3310353593.95	15.815258	-61.616284	8701.172	2.91
3310350578.52	15.783894	-61.478023	15227.051	3.12
3310347074.57	15.731811	-61.572169	9195.557	3.05
3310344573.02	15.8655	-61.751333	27000	2.93
3310343439.5	15.7524	-61.283552	8833.008	3.04
3310342372.4	15.544094	-61.725786	263.672	2.46
3310340877.26	15.755741	-61.507694	14534.912	3.28
3310340386.78	15.841167	-61.5945	10260	2.77
3310336213.11	15.767197	-61.454185	10316.162	2.28
3310332693.09	15.829333	-61.613167	11280	3.29
3310329270.65	15.799333	-61.686333	37000	2.57
3310327875.23	15.986406	-61.633374	8009.033	2.95
3310325989.99	15.867833	-61.549333	13790	4.4
3310325765.38	15.7958	-61.657783	11008.301	4.6
3310324812.66	15.8255	-61.764167	33000	4.1
3310324811.54	15.851333	-61.5755	9690	4.1
3310322017	15.592045	-61.498263	18720.703	4.3
3310322012.31	15.858624	-61.581649	12194.824	3.49
3310321282.93	15.862112	-61.581307	13842.773	3.17
3310320357.16	15.764461	-61.508552	131.836	2.71
3310320231.69	15.820333	-61.594833	0	4.8
3310308835.24	15.825667	-61.491833	10160	4.14
3310305323.62	15.838667	-61.8215	20190	2.93
3310304979.61	15.854895	-61.555396	11700.439	3.01
3310303363.75	15.773179	-61.467219	7679.443	3.23
3310301842.23	15.865833	-61.5615	28000	2.88
3310301683.33	15.888667	-61.5725	27000	2.93
3310297823.74	15.983152	-61.658608	6130.371	2.96
3310294761.62	15.803078	-61.473732	11700.439	3.13
3310294258.88	15.989897	-61.628912	8602.295	3.09
3310293886.26	15.763167	-61.780667	22640	2.92
3310292974.28	15.830481	-61.544753	14468.994	3.07
3310291649.35	15.816833	-61.471333	27000	2.6
3310288419.37	15.729667	-61.669	15000	2.32
3310287855.58	15.840939	-61.569118	7415.771	2.54
3310284284.98	15.832228	-61.52228	2086.914	2.59
3310283906.09	15.789833	-61.464333	25650	2.45
3310282685.76	15.756976	-61.430006	6262.207	2.93
3310282265.96	15.749011	-61.464307	10876.465	2.91
3310282003.48	15.80482	-61.539087	13381.348	3.02
3310281368.05	15.860111	-61.600523	19116.211	4.2
3310279334.19	15.858871	-61.587654	15194.092	2.91
3310278905.94	15.833712	-61.574091	10612.793	1.89
3310276818.34	15.763667	-61.514	9870	2.73
3310274861.7	15.909167	-61.683	28000	2.59
3310274116.59	15.792	-61.911833	28000	3.03
3310273818.71	15.841178	-61.59571	17511.719	2.9
3310272287.1	15.900667	-61.647833	27000	2.84
3310268755.63	15.862366	-61.564663	13677.979	2.88
3310267671.1	15.793167	-61.539167	27000	3.16
3310267581.67	15.750487	-61.400169	1977.539	2.85
3310265383.6	15.862365	-61.570497	14007.568	2.71
3310264842.72	15.93	-61.677167	30000	2.92
3310263728.89	15.823333	-61.464	9850	3.9
3310263359.22	15.892	-61.581667	27000	2.99
3310261275.05	15.8735	-61.639833	29580	3.23
3310260510.52	15.848922	-61.486423	10118.408	2.96
3310259799.65	15.833833	-61.631833	12770	3
