sec	lat	lon	z	mag
3331456425.75	15.838681	-61.608405	8767.09	2.13
3331390528.93	15.849135	-61.628656	3800.781	1.93
3331353120.62	15.748508	-61.557941	131.836	2.36
3331186165.65	15.825974	-61.609942	8800.049	2.64
3331180149.78	15.873564	-61.597897	12972.656	1.75
3331062671.98	15.848397	-61.61064	6338.623	1.79
3331062613.67	15.8675	-61.612	7770	1.94
3330779184.2	15.817749	-61.615942	1647.949	1.83
3330777341.55	15.833949	-61.606172	823.975	2.26
3330750290.2	15.820247	-61.603249	1713.867	1.56
3330728645.68	15.845192	-61.616477	8753.906	1.7
3330610649.58	15.768696	-61.523474	32.959	3.03
3330468166.44	15.691667	-61.518667	13890	2.06
3330462919.6	15.838415	-61.639458	2801.514	1.54
3330462256.12	15.835	-61.647	5790	2.42
3330180983.01	15.846402	-61.614071	7943.115	1.83
3330180871	15.847387	-61.636032	7943.115	2.17
3330174846.49	15.869295	-61.660068	4844.971	2.06
3330135043.69	15.863828	-61.638788	8184.326	1.78
3329927683.18	15.813505	-61.631893	32.959	1.83
3329881353.61	15.722355	-61.495347	13084.717	3.06
3329695104.5	15.86011	-61.603268	8151.367	1.66
3329609139.68	15.753494	-61.546281	2746.094	2.05
3329526330.48	15.7855	-61.535833	12790	2.01
3329512923.22	15.814022	-61.594154	12952.881	2.86
3329464145.18	15.867667	-61.603	6490	1.75
3329448486.73	15.845405	-61.615099	7547.607	1.6
3329415629.08	15.815997	-61.631552	11700.439	4
3329365907.35	15.81551	-61.610623	3460.693	2.35
3329358318.04	15.79061	-61.573218	10052.49	2.09
3329356692.3	15.789613	-61.57459	9920.654	2.58
3329346150.12	15.79908	-61.577681	13480.225	3.44
3329331332.55	15.864323	-61.644965	1988.037	1.65
3329307087.11	15.795838	-61.586428	7712.402	2.32
3329282572.49	15.798083	-61.578366	12689.209	2.81
3329281870.18	15.802075	-61.558127	14864.502	2.51
3329279013.23	15.797087	-61.575622	13348.389	3.05
3329266912.07	15.793102	-61.573219	14271.24	2.96
3329224619.86	15.960057	-61.602198	12972.656	1.97
3329186028.13	15.724103	-61.552878	16136.719	2.09
3329179885.99	15.831699	-61.535356	8015.625	2.02
3329178529.86	15.724794	-61.547163	13394.531	2.09
3329172526.59	15.858337	-61.627202	13605.469	2.06
3329125598.12	15.838931	-61.607204	8052.49	1.97
3329117051.34	15.846417	-61.577698	955.811	2.24
3329109378.27	15.71753	-61.556093	14554.688	2.17
3329108126.28	15.722833	-61.548	12650	2.44
3329064720.86	15.865776	-61.622379	13236.328	1.61
3329005806.1	15.792167	-61.516333	13550	3.49
3328994915.56	15.842247	-61.634881	16716.797	1.81
3328967038.06	15.61023	-61.458675	11766.357	2.27
3328932882.46	15.728824	-61.563594	7613.525	2.35
3328918012.85	15.783	-61.5485	9740	1.92
3328881826.63	15.869293	-61.664186	4119.873	1.86
3328830568.13	15.879167	-61.6265	5940	1.95
3328782960.18	15.858104	-61.629347	8041.992	2.13
3328755672.15	15.993375	-61.645053	5833.74	2.38
3328701585.2	15.854108	-61.644443	2241.211	2.29
3328669188.07	15.890506	-61.601567	13622.559	1.84
3328657452.02	15.8905	-61.616	3690	2.05
3328652504.76	15.860078	-61.659547	2086.914	1.76
3328644186.19	15.842333	-61.647	9460	2.49
3328643338.05	15.845882	-61.651472	4185.791	3.1
3328642673.67	15.869333	-61.652333	2900	2.46
3328641355.04	15.71189	-61.518323	14732.666	3.21
3328640868.2	15.989893	-61.635779	4779.053	3.6
3328638945.36	15.860828	-61.655944	3724.365	3.4
3328638876.48	15.866809	-61.652173	2406.006	3.12
3328637918.82	15.873167	-61.6335	2820	3.48
3328579015.95	15.84563	-61.655075	856.934	1.97
3328578323.55	15.853667	-61.647	2860	2.84
3328575492.16	15.860115	-61.590915	1032.227	1.5
3328575439.77	15.818762	-61.579575	14172.363	2.2
3328481278.84	15.8765	-61.647	8530	1.55
3328475417.1	15.827479	-61.587984	8184.326	1.56
3328419006.34	15.81451	-61.617484	4119.873	1.98
3328396247.09	15.809557	-61.487798	9656.982	2.71
3328395517.15	15.780897	-61.440289	16918.457	2.35
3328391018.2	15.803827	-61.508897	1889.16	2.37
3328343295.04	15.641373	-61.550713	12590.332	2.69
3328295136.47	15.866833	-61.600333	3010	2.06
3328232902.21	15.85161	-61.654393	856.934	1.49
3328232687.48	15.792329	-61.63068	5778.32	1.63
3328097456.31	15.841167	-61.630667	9580	2.19
3328034968.14	15.701667	-61.870167	68630	2.86
3327974007.72	15.829682	-61.659867	65.918	3.16
3327892626.11	15.845	-61.647	3050	3.13
3327892084	15.884284	-61.629711	2953.125	1.7
3327891107.53	15.91741	-61.607072	13776.855	2.01
3327889292.9	15.783833	-61.514667	60190	2.98
3327875972.66	15.843402	-61.632255	1549.072	2
3327875895.8	15.850376	-61.636034	1021.729	2.03
3327875583.92	15.838666	-61.637227	2043.457	2
3327870817.72	15.811004	-61.647674	9459.229	2.95
3327870225.44	15.796833	-61.590545	13513.184	1.87
3327868916.88	15.832177	-61.654036	1977.539	2.07
3327830303.87	15.85312	-61.631403	11710.938	1.56
3327804685.19	15.782649	-61.509754	12623.291	2.82
3327798541.76	15.830224	-61.57306	2877.93	1.68
3327786810.11	15.951554	-61.575333	14996.338	1.94
3327765561.72	15.827986	-61.560879	2010.498	2.15
3327717208.82	15.791833	-61.643833	29000	2.47
3327662930.3	15.805167	-61.6415	2050	2.38
3327645056.14	15.752746	-61.547824	14205.322	2.59
3327496540.66	15.843281	-61.647747	13658.203	1.72
3327393418.72	15.857333	-61.605667	2640	1.55
3327385413.49	15.881539	-61.596072	15490.723	1.84
3327367006.44	15.812765	-61.618684	2043.457	2.67
3327284289.36	15.838662	-61.643404	3339.355	2.07
3327281880.88	15.816031	-61.54029	494.385	2.15
3327265552.02	15.79411	-61.502893	16380.615	2.22
3327260103.91	15.829472	-61.587299	6822.51	1.95
3327248020.78	15.836427	-61.630878	2603.76	2.38
3327217293.82	15.755977	-61.577494	9030.762	2.61
3327193907.64	15.837663	-61.646834	1516.113	2.6
3327186371.37	15.79286	-61.54526	6789.551	2.04
3327183880.59	15.829486	-61.46721	2010.498	1.88
3327182405.03	15.755	-61.641167	24700	4.9
3327179615.55	15.772929	-61.539081	10085.449	2.04
3327112882.73	15.685479	-61.518664	9854.736	2.94
3327107579.62	15.833441	-61.625043	2406.006	1.83
3327078715.26	15.603008	-61.516772	10942.383	2.85
3327041157.55	15.92888	-61.414503	2746.094	1.17
3326999144.16	15.96022	-61.502971	7962.891	2.31
3326933101.41	15.989134	-61.653806	4943.848	1.66
3326782731.67	15.712887	-61.51318	11041.26	2.16
3326774736.66	15.814005	-61.629149	12886.963	2.72
3326726571.65	15.847896	-61.616473	7152.1	2.71
3326702309.15	15.846912	-61.587649	12293.701	2.01
3326269718.07	15.853833	-61.6225	14380	2.29
3326243961.62	15.683486	-61.484719	16314.697	2.24
3326243529.84	15.866302	-61.6659	32.959	2.12
3326236466.36	15.840426	-61.607205	32.959	2.96
3326227048.04	15.842155	-61.634828	10678.711	1.93
3326214462.27	15.890333	-61.602833	14780	2.28
3326207564.79	15.791605	-61.577335	10382.08	2.46
3326163140.2	15.733816	-61.50495	16973.877	2.89
3326112078.18	15.807784	-61.615251	988.77	1.66
3326111991.11	15.789851	-61.604264	988.77	2.27
3326110108.12	15.829719	-61.593303	7580.566	2.25
3326095416.3	15.960231	-61.576631	9017.578	2.44
3326095350.48	15.845898	-61.624364	8338.623	2.55
3326081182.5	15.872577	-61.578222	18654.785	2.32
3326025660.41	15.998856	-61.64437	5701.904	3.08
3325977889.08	15.79278	-61.566268	22201.172	2.16
3325953505.6	15.927333	-61.471333	1900	1.77
3325926326.63	15.859713	-61.652935	2425.781	1.93
3325884809.02	15.926857	-61.355462	7119.141	1.72
3325829249.89	15.858104	-61.629347	8569.336	1.92
3325820640.36	15.810055	-61.489513	13612.061	2.61
3325803546.91	15.857094	-61.650622	2746.094	2.21
3325803375.53	15.869561	-61.635188	65.918	2.21
3325762475.74	15.842913	-61.616471	7218.018	2.04
3325751857.04	15.775423	-61.52296	15666.016	2.17
3325695655.74	15.876333	-61.592167	11260	1.66
3325686411.88	15.828167	-61.634333	14370	2.48
3325679492.69	15.89325	-61.59213	16116.943	1.75
3325675171.45	15.834441	-61.617838	14205.322	2.01
3325671165.48	15.831452	-61.616121	2274.17	2.8
3325670609.34	15.837682	-61.614581	2834.473	2.27
3325661422.21	15.861352	-61.611676	2933.35	1.87
3325660521.68	15.844108	-61.691103	2877.93	2.24
3325635282.02	15.878167	-61.661833	2430	2.06
3325610246.05	15.843416	-61.607206	8404.541	2.55
3325562520.19	15.82772	-61.606341	9558.105	2.11
3325555313.03	15.7	-61.539833	13790	2.33
3325553135.23	15.703167	-61.539069	12458.496	3.22
3325542629.83	15.867836	-61.597267	16314.697	2.57
3325516426.52	15.87355	-61.630386	4020.996	1.92
3325509765.46	15.887476	-61.668833	2043.457	1.3
3325477877.43	15.722604	-61.507179	16588.867	2.13
3325453352.32	15.70989	-61.558788	14073.486	2.38
3325437437.66	15.606984	-61.429027	2086.914	1.46
3325391353.76	15.588803	-61.459364	10447.998	2.59
3325385756.33	15.830702	-61.621439	8239.746	1.77
3325364355.28	15.825969	-61.619892	14271.24	2.52
3325356141.67	15.846637	-61.639978	2834.473	2.1
3325356013.55	15.864167	-61.6195	2770	2.31
3325345602.04	15.830946	-61.631218	5240.479	2.14
3325325434.89	15.718866	-61.509065	11436.768	2.72
3325311524.01	15.7358	-61.564625	3131.104	2.92
3325239195.92	15.824479	-61.610285	5570.068	2.53
3325154002.09	15.836654	-61.665362	8371.582	1.67
3325145782.89	15.750333	-61.529333	4150	2.15
3325062298.68	15.822833	-61.579	14490	2.38
3324960229.79	15.810776	-61.609763	5734.863	2.08
3324948999.71	15.828951	-61.633619	2999.268	2.06
3324946238.89	15.832703	-61.604971	3757.324	1.98
3324890091.63	15.678001	-61.54575	13084.717	2.94
3324849339.34	15.838689	-61.590562	5207.52	1.5
3324849250.47	15.6835	-61.547167	6560	2.17
3324842754.57	15.679745	-61.54215	2900.391	2.31
3324797566.29	15.823745	-61.579577	9821.777	1.9
3324795024.95	15.838687	-61.59468	7712.402	1.9
3324778362.27	15.739048	-61.498605	9162.598	2.61
3324773850.54	15.827215	-61.619035	14501.953	2.56
3324765914.2	15.836683	-61.618698	9030.762	2.19
3324703413.1	15.988892	-61.641959	6229.248	2.31
3324697780.75	15.807059	-61.761536	10230.469	2.15
3324653115.89	15.735061	-61.510952	2043.457	2.02
3324602854.11	15.813511	-61.621944	15325.928	2.2
3324598312.89	15.861352	-61.611333	8206.787	2.1
3324597845.94	15.816511	-61.600674	10052.49	2.11
3324589544.22	15.738799	-61.502892	7283.936	1.8
3324518365.72	15.837186	-61.609433	11710.938	1.56
3324467550.57	15.776912	-61.554175	65.918	2.25
3324465118.85	15.750259	-61.5221	11370.85	2.89
3324432024.85	15.827245	-61.522965	2373.047	1.39
3324430050.99	15.811033	-61.59381	12821.045	1.87
3324381241.06	15.752833	-61.5525	12730	2.47
3324375351.58	15.735667	-61.5565	14630	2.67
3324359885.24	15.904196	-61.625771	1614.99	2.8
3324344977	15.740044	-61.510266	21291.504	2.62
3324333999.6	15.866582	-61.615282	18391.113	2.43
3324311234.41	15.896486	-61.600883	15886.23	2.23
3324304884.31	15.871548	-61.644112	7426.27	1.71
3324300534.81	15.803791	-61.627599	65.918	1.91
3324299725.44	15.750744	-61.584667	17507.812	2.23
3324288843.02	15.728581	-61.534615	17006.836	2.24
3324277776.59	15.826209	-61.63619	14106.445	2.2
3324218920.58	15.852883	-61.607897	4822.51	1.93
3324217982.39	15.874032	-61.655439	131.836	1.65
3324217645.38	15.830167	-61.6235	11410	3.36
3324209721.1	15.83571	-61.558308	2043.457	1.82
3324191080.86	15.818003	-61.60788	32.959	1.86
3324168495.21	15.836425	-61.634996	13546.143	2.51
3324156691.88	15.851641	-61.598117	7844.238	2.16
3324153096.19	15.849106	-61.672578	9074.219	1.43
3324153011.16	15.902965	-61.597111	15029.297	1.65
3324116675.71	15.82995	-61.630531	12227.783	2.98
3324114023.73	15.79286	-61.54183	2043.457	2.27
3324073777.78	15.893237	-61.621303	7613.525	3.19
3324024214	15.854167	-61.583	14450	2.32
3323973417.08	15.752128	-61.584667	17507.812	2.26
3323971276.45	15.737792	-61.569427	3065.186	3.12
3323969446.43	15.983912	-61.637836	6097.412	3.37
3323930439.59	15.817275	-61.551784	17402.344	3
3323921300.34	15.825467	-61.626754	6690.674	2.79
3323920990.43	15.850124	-61.641696	10415.039	1.81
3323911656.62	15.980208	-61.563841	13776.855	1.97
3323909516.55	15.699155	-61.614506	8085.449	2.19
3323881536.84	15.835161	-61.662959	8701.172	2.13
3323854234.83	15.83917	-61.627277	8810.547	1.85
3323838613.43	15.839925	-61.611665	8074.951	2.25
3323743254.56	15.853367	-61.633634	7415.771	2.29
3323738693.92	15.728667	-61.545	12750	2.21
3323733770.23	15.816274	-61.566193	6041.992	2.02
3323708750.98	15.85014	-61.612872	3823.242	1.89
3323707027.47	15.788874	-61.543887	22214.355	2.3
3323665973.16	15.819976	-61.644249	8865.967	2.33
3323664410.04	15.838926	-61.617155	3394.775	2.22
3323641155.27	15.817751	-61.613884	10480.957	2.08
3323606976.27	15.720103	-61.565135	6789.551	2.51
3323606091.11	15.867078	-61.619058	2900.391	2.09
3323603455.52	15.726588	-61.531871	17006.836	1.92
3323560642.28	15.917389	-61.646202	15227.051	2.19
3323559282.51	15.993637	-61.622562	5405.273	1.83
3323556507.05	15.98268	-61.613628	12919.922	2.08
3323555054.52	15.977174	-61.656544	5734.863	1.97
3323554809.22	15.999348	-61.653985	4383.545	2.45
3323553227.64	15.925354	-61.656506	16018.066	2.29
3323552848.57	15.917638	-61.645344	14007.568	2.29
3323549447.66	15.734065	-61.491746	16940.918	2.16
3323537929.34	15.813532	-61.57151	13282.471	2.02
3323517407.59	15.959772	-61.586837	15424.805	1.86
3323516063.94	15.866054	-61.663669	4350.586	2
3323515842.14	15.843093	-61.712376	1955.078	1.93
3323508135.36	15.820741	-61.611827	9162.598	1.5
3323487045.66	15.841651	-61.644092	65.918	1.04
3323477412.44	15.921888	-61.621148	17006.836	1.72
3323441610.09	15.970167	-61.954	153640	2.75
3323413738.05	15.762966	-61.513697	65.918	2.35
3323397842.49	15.810245	-61.664999	11997.07	1.56
3323391721.21	15.811543	-61.556071	12491.455	2
3323342283.31	15.74428	-61.496376	2010.498	2.27
3323335310.13	15.805928	-61.576272	22412.109	2.02
3323329810.82	15.704638	-61.611423	2241.211	1.98
3323326639.17	15.853667	-61.647	1710	2
3323324145.48	15.985409	-61.63509	10909.424	2.22
3323319437.97	15.862094	-61.621114	1977.539	1.8
3323301704.54	15.728	-61.52	13810	2.77
3323248400.75	15.772184	-61.522102	12359.619	2.14
3323247592.58	15.816494	-61.633954	32.959	2.2
3323230660.28	15.80481	-61.577511	2020.996	2.29
3323230561.8	15.784627	-61.585222	7745.361	2.6
3323193163.49	15.996129	-61.62222	5734.863	2.34
3323156844.52	15.845509	-61.455301	2953.125	1.75
3323127428.88	15.810206	-61.711658	131.836	1.51
3323121282.43	15.812031	-61.588321	12491.455	1.84
3323112147.43	15.8635	-61.6095	9080	1.83
3323096651.16	15.818382	-61.590208	16716.797	2.69
3323081392.73	15.784255	-61.751424	6987.305	2.97
3323061738.37	15.848642	-61.618018	4812.012	1.81
3323054582.62	15.846165	-61.585418	922.852	2.01
3323044843.1	15.694948	-61.504263	10711.67	2.23
3323032155.41	15.752004	-61.491059	2043.457	1.76
3323029952.66	15.82722	-61.610801	3009.766	1.55
3323029905.17	15.830208	-61.612861	3032.227	1.75
3323025445.54	15.807057	-61.564304	14073.486	2.36
3323024130.05	15.739046	-61.533588	7976.074	2.21
3323023287.78	15.728333	-61.522783	13150.635	3.2
3323012463.01	15.749994	-61.587095	5866.699	2.23
3322996532.09	15.685228	-61.465003	2043.457	2.08
3322993430.9	15.687218	-61.448545	2043.457	2.47
3322980150.25	15.698187	-61.499291	10217.285	2.55
3322971374.48	15.80281	-61.596722	12722.168	2.09
3322960668.81	15.847956	-61.634347	15925.781	2.45
3322945005.42	15.958759	-61.621855	20412.109	1.89
3322944394.93	15.792941	-61.649694	14765.625	2.02
3322943502.75	15.820764	-61.54458	3361.816	1.87
3322924542.62	15.84041	-61.637743	13216.553	2.3
3322890844.76	15.666544	-61.497749	12623.291	2.59
3322882433.9	15.693951	-61.517636	10645.752	2.31
3322868638.89	15.860333	-61.593167	3790	1.87
3322868535.48	15.750255	-61.544394	10843.506	2.29
3322827570.25	15.873031	-61.661615	2746.094	1.6
3322775765.45	15.811276	-61.608048	5119.141	1.84
3322774758.43	15.782354	-61.644395	5141.602	1.71
3322719999.88	15.788621	-61.516607	14501.953	2.33
3322688472.47	15.848167	-61.62	8240	1.76
3322676058.63	15.817333	-61.6255	14720	2.01
3322675046	15.848118	-61.66091	922.852	0.94
3322591316.76	15.835936	-61.618526	14534.912	2.78
3322537920.15	15.901971	-61.590932	15161.133	2.14
3322536546.7	15.848155	-61.595027	7514.648	2.46
3322484616.62	15.819333	-61.5695	14740	2.51
3322459689.35	15.847917	-61.560541	32.959	2.14
3322459376.09	15.840176	-61.608749	7778.32	2.22
3322440425.23	15.781651	-61.528964	14798.584	2.33
3322438231.73	15.728583	-61.479743	13842.773	2.25
3322429126.17	15.868081	-61.606018	14633.789	1.96
3322407652.04	15.820003	-61.590726	9393.311	2.42
3322399788.13	15.859112	-61.605327	1955.078	1.55
3322398689.77	15.870556	-61.637934	3757.324	2.68
3322387900.67	15.858063	-61.68837	1977.539	2.29
3322361174.15	15.696435	-61.559127	7020.264	2.45
3322358845.52	15.832203	-61.608745	8415.039	1.81
3322297063.31	15.887848	-61.794104	185756.836	3.02
3322234374.09	15.996864	-61.642308	6492.92	2.55
3322221276.05	15.667785	-61.454378	10919.922	1.18
3322194235.07	15.875777	-61.654582	6624.756	1.97
3322191950.31	15.853667	-61.6155	8670	1.94
3322161283.2	15.79386	-61.517816	14831.543	2.39
3322100480.73	15.791197	-61.68292	18667.969	1.83
3322095830.01	15.854895	-61.554024	1087.646	1.77
3322023782.6	15.8755	-61.525	32000	3.04
3322008122.05	15.701923	-61.522438	5372.314	2.75
3321994328.86	15.970692	-61.663062	5537.109	1.88
3321989510.85	15.979664	-61.658262	3823.242	2.05
3321988310.95	15.995867	-61.644024	5965.576	2.7
3321985767.28	15.789493	-61.556086	13710.938	1.52
3321966444.37	15.719167	-61.535	3050	2.22
3321953656.89	15.772389	-61.643016	17797.852	1.96
3321937881.2	15.709895	-61.527239	12623.291	2.16
3321934762.62	15.853667	-61.6345	6740	1.56
3321893571.07	15.896246	-61.575313	17039.795	2.12
3321886401.07	15.816033	-61.531713	164.795	2.34
3321883579.77	15.792361	-61.452293	1977.539	2.77
3321880399.64	15.842672	-61.599485	65.918	2.16
3321852970.72	15.890833	-61.632667	950	1.95
3321848253.51	15.829926	-61.717961	10441.406	1.84
3321807023.48	15.779337	-61.317142	89384.766	2.69
3321722391.05	15.829333	-61.622167	13080	2.74
3321644533.98	15.6965	-61.781333	77000	2.79
3321636378.06	15.58847	-61.508634	14027.344	2.36
3321550666.65	15.859634	-61.520567	11140.137	2.48
3321401892.37	15.752247	-61.552626	32.959	3.21
3321401638.46	15.712878	-61.562218	11832.275	2.96
3321220020.16	15.801831	-61.532912	7162.598	1.64
3321197554.72	15.851163	-61.520223	8283.203	1.09
3321173813.54	15.863078	-61.643763	1955.078	0.69
3321131373.34	15.820985	-61.621948	5701.904	2.61
3321112118.95	15.923406	-61.563824	19313.965	1.83
3321049662.07	15.844609	-61.688015	2020.996	1.55
3320978936.81	15.821739	-61.610455	7976.074	1.98
3320966181.16	15.847259	-61.648642	14238.281	1.82
3320963170.97	15.764195	-61.588987	11634.521	3.07
3320956371.22	15.939327	-61.622187	13886.23	2.1
3320956080.49	15.942815	-61.621846	15138.672	1.89
3320955716.02	15.958772	-61.59439	16193.359	1.97
3320865251.65	15.826221	-61.614231	10524.414	1.51
3320858286.17	15.94277	-61.687758	2373.047	2.06
3320855623.46	15.864333	-61.688833	6680	1.31
3320846419.23	15.740882	-61.603776	16822.266	2.1
3320846239.19	15.840195	-61.557966	5514.648	1.68
3320837829.11	15.881	-61.619	7180	1.49
3320818658.08	15.767333	-61.739333	4000	1.18
3320815981.18	15.849634	-61.627626	856.934	1.36
3320814347.84	15.737938	-61.52573	14449.219	2.15
3320813709.56	15.844667	-61.54	8000	1.33
3320813440.67	15.733815	-61.512838	15655.518	3.08
3320808415.45	15.839185	-61.597082	8283.203	1.15
3320799620.38	15.892938	-61.602904	2847.656	1.98
3320789789.3	15.851122	-61.638265	4064.453	1.36
3320784288.7	15.853667	-61.6315	6550	1.86
3320768244.18	15.807023	-61.638751	32.959	1.79
3320728672.77	15.827966	-61.613375	9063.721	2.28
3320723172.33	15.694336	-61.496458	12128.906	2.22
3320721770.2	15.824721	-61.624181	12722.168	2.07
3320685092.18	15.748764	-61.515926	13282.471	2.5
3320667787.76	15.849618	-61.653019	65.918	1.74
3320660075.68	15.858333	-61.643333	1400	1.42
3320640876.47	15.868074	-61.621117	5778.32	1.65
3320629612.28	15.79411	-61.507353	2010.498	2.71
3320605620.71	15.790833	-61.513167	6890	1.75
3320590586.96	15.704664	-61.48386	17116.211	2.26
3320587347.39	15.801667	-61.547333	1750	2.06
3320579636.53	15.688968	-61.496034	15985.107	2.37
3320578056.11	15.846632	-61.648213	14567.871	2.73
3320564093.41	15.841417	-61.617842	3526.611	1.97
3320463312.78	15.867667	-61.554333	2160	2.78
3320440044.35	15.8115	-61.532667	15250	2.9
3320439864.19	15.793361	-61.474934	26894.531	2.71
3320438152.06	15.689711	-61.546267	6964.844	2.06
3320395725.24	15.821667	-61.615167	9080	2.13
3320390466.43	15.817768	-61.569282	8767.09	1.96
3320389160.74	15.815772	-61.578201	9162.598	1.84
3320356109.13	15.855632	-61.588511	7976.074	1.62
3320309890.72	15.807805	-61.560359	6130.371	2
3320291032.46	15.815524	-61.576657	13809.814	1.95
3320284216.1	15.684481	-61.535808	14666.748	2.1
3320224150.92	15.809802	-61.542519	9403.809	1.99
3320171624.48	15.842833	-61.631333	5000	2.66
3320138543.56	15.822995	-61.585238	32.959	2.67
3320135244.61	15.815026	-61.574599	14337.158	2.79
3320130713.37	15.828333	-61.612	9530	2.11
3320102517.14	15.813032	-61.578029	13612.061	2.74
3320099612.5	15.746269	-61.543364	10777.588	2.5
3320095201.25	15.687219	-61.547295	2043.457	2.72
3320094672.35	15.754239	-61.557085	15721.436	2.28
3320071725	15.85511	-61.635522	3955.078	1.85
3320033876.08	15.8965	-61.6445	2570	1.83
3320005863.73	15.793861	-61.513013	2043.457	1.96
3319996582.26	15.860333	-61.579667	8010	1.76
3319980085.68	15.952769	-61.473117	9914.062	2.04
3319979849.2	15.724597	-61.497577	17006.836	2.59
3319976901.37	15.908448	-61.591278	65.918	2.28
3319919301.08	15.774425	-61.53325	15161.133	2.6
3319911670.93	15.853139	-61.654719	4007.812	2.09
3319898061.23	15.86408	-61.634842	2086.914	2.4
3319868784.46	15.842192	-61.538751	1186.523	1.52
3319848238.14	15.841415	-61.621617	8734.131	2.57
3319843355.95	15.843174	-61.588849	4591.797	1.62
3319843206.19	15.703418	-61.524495	16051.025	2.58
3319819666.43	15.890983	-61.641036	3955.078	1.3
3319813352.11	15.8474	-61.610297	5240.479	1.65
3319790579.66	15.844906	-61.615785	8338.623	2.07
3319782403.59	15.860357	-61.607901	5372.314	1.79
3319755901.93	15.823487	-61.601707	11568.604	2.85
3319698083.98	15.792613	-61.532396	13216.553	2.5
3319692002.93	15.709894	-61.538213	2208.252	2.45
3319660648.39	15.84513	-61.658849	8546.875	1.81
3319643953.08	15.726838	-61.526555	12755.127	2.8
3319636150.14	15.731167	-61.524333	8720	2.51
3319636149.13	15.732405	-61.541447	7066.406	2.5
3319633903.09	15.860613	-61.593317	65.918	1.79
3319600980.65	15.743833	-61.558167	12300	2.54
3319593696.43	15.820995	-61.601362	14666.748	2.31
3319592723.14	15.979424	-61.645043	7679.443	2.65
3319566923.51	15.924151	-61.572234	15655.518	2.14
3319563628.89	15.80652	-61.646298	16710.205	2.14
3319554857.43	15.725343	-61.525526	13282.471	2.59
3319544504.71	15.626881	-61.538252	8015.625	2.36
3319538680.82	15.81994	-61.581811	21304.688	2.12
3319537072.71	15.743	-61.569	13180	3.02
3319507920.27	15.806833	-61.599	12720	2.08
3319482648.52	15.997619	-61.630805	7514.648	1.91
3319477079.01	15.911167	-61.644	-20	2.29
3319462639.37	15.8755	-61.658333	2930	2.64
3319462260.71	15.954272	-61.626316	14304.199	2.25
3319457256.33	15.718367	-61.520039	16512.451	2.84
3319454321.68	15.604492	-61.429371	12062.988	3.46
3319437549.09	15.72011	-61.536328	7580.566	2.98
3319437255.65	15.742527	-61.563427	7887.695	2.22
3319352061.85	15.88627	-61.603453	32.959	2.38
3319333327.2	15.91592	-61.597803	17006.836	1.76
3319322953.96	15.849333	-61.602667	7530	1.7
3319313861.55	15.815035	-61.463781	2010.498	2.09
3319290765.04	15.622934	-61.444104	1977.539	1.17
3319288622.18	15.856373	-61.603781	230.713	1.55
3319278395.47	15.850387	-61.616818	10447.998	2.03
3319231136.44	15.773833	-61.541167	12640	2.53
3319187665.11	15.821741	-61.605651	8239.746	1.94
3319170737.21	15.794104	-61.552293	10316.162	2.28
3319169439.41	15.769194	-61.526218	9195.557	2.8
3319136299.26	15.823489	-61.596903	8602.295	1.66
3319129642.38	15.838908	-61.649065	889.893	2.48
3319065454.58	15.979424	-61.644356	6690.674	2.34
3319046944.64	15.850381	-61.627112	14798.584	2.74
3319042165.3	15.787124	-61.567385	12952.881	2.9
3319032579.3	15.739289	-61.562569	5174.561	2.55
3319018334.48	15.803545	-61.621938	1944.58	3.24
3318979984.16	15.731322	-61.533415	9327.393	2.78
3318945072.48	15.807308	-61.555898	13447.266	1.46
3318924859.82	15.852636	-61.603608	1889.16	1.75
3318898391.54	15.61447	-61.507518	2834.473	3.51
3318877884.6	15.592544	-61.499292	12722.168	2.59
3318860349.87	15.637167	-61.494833	13490	2.83
3318828275.17	15.845654	-61.614585	6394.043	1.94
3318800968.5	15.959707	-61.623294	3164.062	1.57
3318798961.82	15.861612	-61.585768	65.918	1.38
3318772457.88	15.858333	-61.648	1310	1.54
3318770729.35	15.810028	-61.61165	11173.096	2.67
3318769256.88	15.914685	-61.568455	16116.943	2.28
3318767632.05	15.715376	-61.532041	11898.193	2.7
3318758800.88	15.819	-61.570333	14230	2.22
3318747483.71	15.721356	-61.53067	11436.768	2.8
3318739598.84	15.902216	-61.599342	15589.6	1.7
3318732283.32	15.791049	-61.551977	21884.766	2.24
3318696026.21	15.865073	-61.639647	14238.281	2.95
3318659976.89	15.83693	-61.622644	32.959	1.9
3318657611.89	15.828462	-61.617492	13480.225	2.3
3318650153.66	15.844914	-61.598629	14205.322	2.33
3318641112.78	15.825473	-61.616804	8931.885	2.1
3318632380.66	15.861835	-61.638443	32.959	1.82
3318618535.25	15.836959	-61.542696	9525.146	2.2
3318597702.2	15.8765	-61.632167	1950	1.7
3318595257.64	15.9015	-61.646667	-20	2.07
3318594565.23	15.852115	-61.644442	1295.898	1.73
3318591177.63	15.80422	-61.718513	9469.727	1.52
3318567167.23	15.82796	-61.624354	13216.553	2
3318566376.04	15.912438	-61.582356	15490.723	1.79
3318550640.4	15.991629	-61.648657	4614.258	1.83
3318548783.4	15.696442	-61.481975	15194.092	2.46
3318538896.77	15.849	-61.647	2330	1.42
3318532716.43	15.860332	-61.651139	1988.037	1.59
3318526242.93	15.920415	-61.567255	17863.77	1.68
3318516169.23	15.903964	-61.590933	16479.492	1.54
